STATE,COUNTY,STNAME,CTYNAME,TOT_POP
55,137,Wisconsin,Waushara County,1138
55,139,Wisconsin,Winnebago County,9394
55,141,Wisconsin,Wood County,4149
56,001,Wyoming,Albany County,1766
56,003,Wyoming,Big Horn County,700
56,005,Wyoming,Campbell County,3348
56,007,Wyoming,Carbon County,940
56,009,Wyoming,Converse County,870
56,011,Wyoming,Crook County,551
56,013,Wyoming,Fremont County,2620
56,015,Wyoming,Goshen County,694
56,017,Wyoming,Hot Springs County,216
56,019,Wyoming,Johnson County,387
56,021,Wyoming,Laramie County,6243
56,023,Wyoming,Lincoln County,1291
56,025,Wyoming,Natrona County,5102
56,027,Wyoming,Niobrara County,143
56,029,Wyoming,Park County,1512
56,031,Wyoming,Platte County,430
56,033,Wyoming,Sheridan County,1556
56,035,Wyoming,Sublette County,525
56,037,Wyoming,Sweetwater County,2797
56,039,Wyoming,Teton County,1130
56,041,Wyoming,Uinta County,1361
56,043,Wyoming,Washakie County,399
56,045,Wyoming,Weston County,350
