NAME,NESTAB,NAICS2017,state,county
"Starke County, Indiana",16,6244,18,149
"Crawford County, Indiana",21,6244,18,025
"Cass County, Indiana",46,6244,18,017
"Greene County, Indiana",35,6244,18,055
"Marion County, Indiana",2017,6244,18,097
"Ohio County, Indiana",6,6244,18,115
"Wayne County, Indiana",70,6244,18,177
"Benton County, Iowa",100,6244,19,011
"Butler County, Iowa",50,6244,19,023
"Dubuque County, Iowa",283,6244,19,061
"Fremont County, Iowa",21,6244,19,071
"Hamilton County, Iowa",45,6244,19,079
"Pocahontas County, Iowa",19,6244,19,151
"Taylor County, Iowa",23,6244,19,173
"Union County, Iowa",39,6244,19,175
"Van Buren County, Iowa",15,6244,19,177
"Worth County, Iowa",35,6244,19,195
"Ringgold County, Iowa",15,6244,19,159
"Adams County, Iowa",14,6244,19,003
"Adair County, Iowa",23,6244,19,001
"Audubon County, Iowa",24,6244,19,009
"Chickasaw County, Iowa",41,6244,19,037
"Clarke County, Iowa",32,6244,19,039
"Davis County, Iowa",12,6244,19,051
"Dickinson County, Iowa",26,6244,19,059
"Ida County, Iowa",28,6244,19,093
"Johnson County, Iowa",299,6244,19,103
"Keokuk County, Iowa",23,6244,19,107
"Monroe County, Iowa",36,6244,19,135
"Tama County, Iowa",45,6244,19,171
"Wapello County, Iowa",66,6244,19,179
"Sioux County, Iowa",128,6244,19,167
"Franklin County, Iowa",28,6244,19,069
"Calhoun County, Iowa",38,6244,19,025
"Carroll County, Iowa",127,6244,19,027
"Greene County, Iowa",24,6244,19,073
"Cedar County, Iowa",66,6244,19,031
"Cerro Gordo County, Iowa",97,6244,19,033
"Floyd County, Iowa",58,6244,19,067
"Hardin County, Iowa",53,6244,19,083
"Louisa County, Iowa",27,6244,19,115
"Lucas County, Iowa",26,6244,19,117
"Lyon County, Iowa",38,6244,19,119
"Davie County, North Carolina",26,6244,37,059
"Davidson County, North Carolina",184,6244,37,057
"Duplin County, North Carolina",78,6244,37,061
"Durham County, North Carolina",487,6244,37,063
"Hertford County, North Carolina",23,6244,37,091
"Lee County, North Carolina",56,6244,37,105
"New Hanover County, North Carolina",195,6244,37,129
"Pender County, North Carolina",72,6244,37,141
"Wayne County, North Carolina",216,6244,37,191
"Scotland County, North Carolina",106,6244,37,165
"Watauga County, North Carolina",40,6244,37,189
"Halifax County, North Carolina",73,6244,37,083
"Alamance County, North Carolina",235,6244,37,001
"Stark County, North Dakota",127,6244,38,089
"Wells County, North Dakota",5,6244,38,103
"Burke County, North Dakota",4,6244,38,013
"Mountrail County, North Dakota",19,6244,38,061
"Traill County, North Dakota",23,6244,38,097
"Williams County, North Dakota",84,6244,38,105
"Dickey County, North Dakota",22,6244,38,021
"Kidder County, North Dakota",8,6244,38,043
"Cavalier County, North Dakota",8,6244,38,019
"Ward County, North Dakota",211,6244,38,101
"Grant County, North Dakota",10,6244,38,037
"McHenry County, North Dakota",15,6244,38,049
"Pembina County, North Dakota",23,6244,38,067
"Steele County, North Dakota",4,6244,38,091
"Benson County, North Dakota",16,6244,38,005
"Hettinger County, North Dakota",3,6244,38,041
"LaMoure County, North Dakota",14,6244,38,045
"Morton County, North Dakota",138,6244,38,059
"Cass County, North Dakota",427,6244,38,017
"Dunn County, North Dakota",7,6244,38,025
"Emmons County, North Dakota",12,6244,38,029
"McIntosh County, North Dakota",10,6244,38,051
"Nelson County, North Dakota",4,6244,38,063
"Richland County, North Dakota",66,6244,38,077
"Rolette County, North Dakota",76,6244,38,079
"Walsh County, North Dakota",36,6244,38,099
"Bottineau County, North Dakota",21,6244,38,009
"Barnes County, North Dakota",26,6244,38,003
"Eddy County, North Dakota",7,6244,38,027
"Grand Forks County, North Dakota",218,6244,38,035
"McKenzie County, North Dakota",19,6244,38,053
"Mercer County, North Dakota",23,6244,38,057
"McLean County, North Dakota",39,6244,38,055
"Pierce County, North Dakota",11,6244,38,069
"Bowman County, North Dakota",11,6244,38,011
"Ransom County, North Dakota",16,6244,38,073
"Renville County, North Dakota",7,6244,38,075
"Sioux County, North Dakota",7,6244,38,085
"Burleigh County, North Dakota",347,6244,38,015
"Golden Valley County, North Dakota",4,6244,38,033
"Logan County, North Dakota",6,6244,38,047
"Towner County, North Dakota",6,6244,38,095
"Stutsman County, North Dakota",78,6244,38,093
"Ramsey County, North Dakota",33,6244,38,071
"Divide County, North Dakota",5,6244,38,023
"Foster County, North Dakota",7,6244,38,031
"Griggs County, North Dakota",4,6244,38,039
"Sargent County, North Dakota",12,6244,38,081
"Meigs County, Ohio",30,6244,39,105
"Caswell County, North Carolina",20,6244,37,033
"Union County, Ohio",117,6244,39,159
"Champaign County, Ohio",47,6244,39,021
"Pike County, Ohio",35,6244,39,131
"Paulding County, Ohio",25,6244,39,125
"Greene County, Ohio",173,6244,39,057
"Hamilton County, Ohio",1754,6244,39,061
"Franklin County, Ohio",3058,6244,39,049
"Lawrence County, Ohio",43,6244,39,087
"Marion County, Ohio",111,6244,39,101
"Morgan County, Ohio",14,6244,39,115
"Tuscarawas County, Ohio",90,6244,39,157
"Wayne County, Ohio",154,6244,39,169
"Wyandot County, Ohio",28,6244,39,175
"Brown County, Ohio",63,6244,39,015
"Butler County, Ohio",558,6244,39,017
"Erie County, Ohio",206,6244,39,043
"Winnebago County, Iowa",32,6244,19,189
"Palo Alto County, Iowa",26,6244,19,147
"Shelby County, Iowa",29,6244,19,165
"Appanoose County, Iowa",30,6244,19,007
"Henry County, Iowa",63,6244,19,087
"Iowa County, Iowa",68,6244,19,095
"Jasper County, Iowa",125,6244,19,099
"Page County, Iowa",28,6244,19,145
"Winneshiek County, Iowa",71,6244,19,191
"Poweshiek County, Iowa",73,6244,19,157
"Pottawattamie County, Iowa",237,6244,19,155
"Marshall County, Iowa",107,6244,19,127
"Clayton County, Iowa",32,6244,19,043
"Boone County, Iowa",93,6244,19,015
"Bremer County, Iowa",100,6244,19,017
"Buena Vista County, Iowa",47,6244,19,021
"Howard County, Iowa",24,6244,19,089
"Emmet County, Iowa",23,6244,19,063
"Guthrie County, Iowa",49,6244,19,077
"Hancock County, Iowa",47,6244,19,081
"Humboldt County, Iowa",40,6244,19,091
"Madison County, Iowa",75,6244,19,121
"Marion County, Iowa",122,6244,19,125
"Washington County, Iowa",69,6244,19,183
"Wright County, Iowa",48,6244,19,197
"Des Moines County, Iowa",153,6244,19,057
"Cass County, Iowa",45,6244,19,029
"Cherokee County, Iowa",34,6244,19,035
"Crawford County, Iowa",54,6244,19,047
"Fayette County, Iowa",47,6244,19,065
"Harrison County, Iowa",47,6244,19,085
"Kossuth County, Iowa",62,6244,19,109
"Mills County, Iowa",29,6244,19,129
"Monona County, Iowa",28,6244,19,133
"Muscatine County, Iowa",137,6244,19,139
"Osceola County, Iowa",17,6244,19,143
"Polk County, Iowa",1555,6244,19,153
"Webster County, Iowa",118,6244,19,187
"Story County, Iowa",215,6244,19,169
"Woodbury County, Iowa",292,6244,19,193
"Black Hawk County, Iowa",334,6244,19,013
"Grundy County, Iowa",32,6244,19,075
"Jackson County, Iowa",43,6244,19,097
"Jones County, Iowa",67,6244,19,105
"Lee County, Iowa",70,6244,19,111
"Mitchell County, Iowa",35,6244,19,131
"Montgomery County, Iowa",24,6244,19,137
"Warren County, Iowa",194,6244,19,181
"Sac County, Iowa",36,6244,19,161
"Mahaska County, Iowa",83,6244,19,123
"Plymouth County, Iowa",105,6244,19,149
"Buchanan County, Iowa",65,6244,19,019
"Clay County, Iowa",63,6244,19,041
"Clinton County, Iowa",122,6244,19,045
"Decatur County, Iowa",16,6244,19,053
"Delaware County, Iowa",57,6244,19,055
"Jefferson County, Iowa",43,6244,19,101
"Wayne County, Iowa",8,6244,19,185
"Allamakee County, Iowa",44,6244,19,005
"Linn County, Iowa",699,6244,19,113
"Scott County, Iowa",573,6244,19,163
"Dallas County, Iowa",238,6244,19,049
"O'Brien County, Iowa",44,6244,19,141
"Sherman County, Kansas",21,6244,20,181
"Stanton County, Kansas",3,6244,20,187
"Thomas County, Kansas",38,6244,20,193
"Meade County, Kansas",10,6244,20,119
"Montgomery County, Kansas",67,6244,20,125
"Morris County, Kansas",11,6244,20,127
"Pratt County, Kansas",25,6244,20,151
"Rawlins County, Kansas",6,6244,20,153
"Rooks County, Kansas",17,6244,20,163
"Anderson County, Kansas",27,6244,20,003
"Clark County, Kansas",4,6244,20,025
"Ellsworth County, Kansas",13,6244,20,053
"Geary County, Kansas",64,6244,20,061
"Harper County, Kansas",14,6244,20,077
"Ford County, Kansas",103,6244,20,057
"Russell County, Kansas",25,6244,20,167
"Lyon County, Kansas",82,6244,20,111
"Marshall County, Kansas",42,6244,20,117
"Pawnee County, Kansas",19,6244,20,145
"Allen County, Kansas",43,6244,20,001
"Cheyenne County, Kansas",9,6244,20,023
"Comanche County, Kansas",4,6244,20,033
"Cowley County, Kansas",85,6244,20,035
"Harvey County, Kansas",72,6244,20,079
"Elk County, Kansas",3,6244,20,049
"Gove County, Kansas",10,6244,20,063
"Franklin County, Kansas",64,6244,20,059
"Hodgeman County, Kansas",3,6244,20,083
"Harrison County, Ohio",11,6244,39,067
"Knox County, Ohio",83,6244,39,083
"Licking County, Ohio",230,6244,39,089
"Richland County, Ohio",193,6244,39,139
"Vinton County, Ohio",21,6244,39,163
"Carroll County, Ohio",24,6244,39,019
"Hancock County, Ohio",100,6244,39,063
"Clermont County, Ohio",238,6244,39,025
"Fairfield County, Ohio",244,6244,39,045
"Defiance County, Ohio",70,6244,39,039
"Highland County, Ohio",49,6244,39,071
"Henry County, Ohio",30,6244,39,069
"Jefferson County, Ohio",56,6244,39,081
"Portage County, Ohio",127,6244,39,133
"Putnam County, Ohio",47,6244,39,137
"Belmont County, Ohio",49,6244,39,013
"Clinton County, Ohio",51,6244,39,027
"Fayette County, Ohio",51,6244,39,047
"Perry County, Ohio",52,6244,39,127
"Pickaway County, Ohio",82,6244,39,129
"Logan County, Ohio",43,6244,39,091
"Madison County, Ohio",76,6244,39,097
"Summit County, Ohio",652,6244,39,153
"Muskingum County, Ohio",103,6244,39,119
"Sandusky County, Ohio",100,6244,39,143
"Shelby County, Ohio",80,6244,39,149
"Van Wert County, Ohio",40,6244,39,161
"Washington County, Ohio",50,6244,39,167
"Williams County, Ohio",64,6244,39,171
"Auglaize County, Ohio",60,6244,39,011
"Columbiana County, Ohio",87,6244,39,029
"Darke County, Ohio",73,6244,39,037
"Ottawa County, Ohio",40,6244,39,123
"Fulton County, Ohio",71,6244,39,051
"Hardin County, Ohio",34,6244,39,065
"Jackson County, Ohio",35,6244,39,079
"Gallia County, Ohio",28,6244,39,053
"Huron County, Ohio",109,6244,39,077
"Mahoning County, Ohio",330,6244,39,099
"Athens County, Ohio",81,6244,39,009
"Adams County, Ohio",37,6244,39,001
"Scioto County, Ohio",90,6244,39,145
"Medina County, Ohio",152,6244,39,103
"Lucas County, Ohio",719,6244,39,095
"Morrow County, Ohio",39,6244,39,117
"Noble County, Ohio",11,6244,39,121
"Preble County, Ohio",41,6244,39,135
"Seneca County, Ohio",59,6244,39,147
"Stark County, Ohio",443,6244,39,151
"Allen County, Ohio",199,6244,39,003
"Coshocton County, Ohio",37,6244,39,031
"Crawford County, Ohio",57,6244,39,033
"Delaware County, Ohio",295,6244,39,041
"Geauga County, Ohio",53,6244,39,055
"Guernsey County, Ohio",32,6244,39,059
"Hocking County, Ohio",39,6244,39,073
"Clark County, Ohio",222,6244,39,023
"Lake County, Ohio",176,6244,39,085
"Mercer County, Ohio",50,6244,39,107
"Ross County, Ohio",92,6244,39,141
"Cuyahoga County, Ohio",2152,6244,39,035
"Holmes County, Ohio",46,6244,39,075
"Lorain County, Ohio",365,6244,39,093
"Miami County, Ohio",153,6244,39,109
"Monroe County, Ohio",6,6244,39,111
"Montgomery County, Ohio",847,6244,39,113
"Trumbull County, Ohio",168,6244,39,155
"Warren County, Ohio",269,6244,39,165
"Wood County, Ohio",113,6244,39,173
"Ashland County, Ohio",54,6244,39,005
"Ashtabula County, Ohio",121,6244,39,007
"Dewey County, Oklahoma",7,6244,40,043
"Harper County, Oklahoma",8,6244,40,059
"Kay County, Oklahoma",48,6244,40,071
"Logan County, Oklahoma",42,6244,40,083
"Craig County, Oklahoma",11,6244,40,035
"Tulsa County, Oklahoma",1042,6244,40,143
"Washington County, Oklahoma",45,6244,40,147
"Canadian County, Oklahoma",187,6244,40,017
"Harmon County, Oklahoma",4,6244,40,057
"Haskell County, Oklahoma",17,6244,40,061
"Latimer County, Oklahoma",12,6244,40,077
"Okmulgee County, Oklahoma",39,6244,40,111
"Osage County, Oklahoma",69,6244,40,113
"Texas County, Oklahoma",23,6244,40,139
"Jefferson County, Oklahoma",4,6244,40,067
"Pushmataha County, Oklahoma",10,6244,40,127
"Garfield County, Oklahoma",88,6244,40,047
"Garvin County, Oklahoma",35,6244,40,049
"Johnston County, Oklahoma",5,6244,40,069
"Pittsburg County, Oklahoma",47,6244,40,121
"Jewell County, Kansas",4,6244,20,089
"Kearny County, Kansas",14,6244,20,093
"Rice County, Kansas",8,6244,20,159
"Stafford County, Kansas",13,6244,20,185
"McPherson County, Kansas",56,6244,20,113
"Osage County, Kansas",47,6244,20,139
"Greeley County, Kansas",3,6244,20,071
"Coffey County, Kansas",32,6244,20,031
"Crawford County, Kansas",87,6244,20,037
"Ellis County, Kansas",121,6244,20,051
"Greenwood County, Kansas",18,6244,20,073
"Labette County, Kansas",56,6244,20,099
"Linn County, Kansas",25,6244,20,107
"Sedgwick County, Kansas",1046,6244,20,173
"Seward County, Kansas",28,6244,20,175
"Republic County, Kansas",19,6244,20,157
"Graham County, Kansas",10,6244,20,065
"Johnson County, Kansas",949,6244,20,091
"Douglas County, Kansas",176,6244,20,045
"Sheridan County, Kansas",9,6244,20,179
"Miami County, Kansas",81,6244,20,121
"Gray County, Kansas",14,6244,20,069
"Chase County, Kansas",5,6244,20,017
"Stevens County, Kansas",13,6244,20,189
"Smith County, Kansas",17,6244,20,183
"Logan County, Kansas",17,6244,20,109
"Grant County, Kansas",20,6244,20,067
"Jackson County, Kansas",41,6244,20,085
"Kingman County, Kansas",15,6244,20,095
"Nemaha County, Kansas",43,6244,20,131
"Pottawatomie County, Kansas",78,6244,20,149
"Wyandotte County, Kansas",317,6244,20,209
"Cherokee County, Kansas",35,6244,20,021
"Butler County, Kansas",123,6244,20,015
"Clay County, Kansas",35,6244,20,027
"Lincoln County, Kansas",10,6244,20,105
"Saline County, Kansas",162,6244,20,169
"Sumner County, Kansas",56,6244,20,191
"Trego County, Kansas",8,6244,20,195
"Wabaunsee County, Kansas",15,6244,20,197
"Wilson County, Kansas",21,6244,20,205
"Woodson County, Kansas",6,6244,20,207
"Mitchell County, Kansas",20,6244,20,123
"Ness County, Kansas",10,6244,20,135
"Osborne County, Kansas",16,6244,20,141
"Atchison County, Kansas",35,6244,20,005
"Bourbon County, Kansas",40,6244,20,011
"Finney County, Kansas",101,6244,20,055
"Hamilton County, Kansas",8,6244,20,075
"Leavenworth County, Kansas",116,6244,20,103
"Shawnee County, Kansas",408,6244,20,177
"Washington County, Kansas",27,6244,20,201
"Wichita County, Kansas",3,6244,20,203
"Chautauqua County, Kansas",5,6244,20,019
"Morton County, Kansas",4,6244,20,129
"Norton County, Kansas",5,6244,20,137
"Reno County, Kansas",120,6244,20,155
"Barton County, Kansas",61,6244,20,009
"Cloud County, Kansas",30,6244,20,029
"Doniphan County, Kansas",21,6244,20,043
"Edwards County, Kansas",7,6244,20,047
"Lane County, Kansas",7,6244,20,101
"Rush County, Kansas",4,6244,20,165
"Scott County, Kansas",16,6244,20,171
"Marion County, Kansas",22,6244,20,115
"Neosho County, Kansas",55,6244,20,133
"Brown County, Kansas",25,6244,20,013
"Ottawa County, Kansas",21,6244,20,143
"Phillips County, Kansas",20,6244,20,147
"Riley County, Kansas",116,6244,20,161
"Barber County, Kansas",7,6244,20,007
"Decatur County, Kansas",8,6244,20,039
"Dickinson County, Kansas",41,6244,20,041
"Jefferson County, Kansas",34,6244,20,087
"Garrard County, Kentucky",33,6244,21,079
"Greenup County, Kentucky",22,6244,21,089
"Fleming County, Kentucky",24,6244,21,069
"Campbell County, Kentucky",88,6244,21,037
"Carter County, Kentucky",30,6244,21,043
"Elliott County, Kentucky",8,6244,21,063
"Grant County, Kentucky",20,6244,21,081
"Jefferson County, Kentucky",1002,6244,21,111
"Larue County, Kentucky",21,6244,21,123
"Pontotoc County, Oklahoma",28,6244,40,123
"Logan County, Kentucky",52,6244,21,141
"Mason County, Kentucky",25,6244,21,161
"Mercer County, Kentucky",26,6244,21,167
"Roger Mills County, Oklahoma",4,6244,40,129
"Woodward County, Oklahoma",21,6244,40,153
"Cherokee County, Oklahoma",86,6244,40,021
"Delaware County, Oklahoma",35,6244,40,041
"Ellis County, Oklahoma",5,6244,40,045
"Grady County, Oklahoma",46,6244,40,051
"Payne County, Oklahoma",52,6244,40,119
"Pottawatomie County, Oklahoma",38,6244,40,125
"Creek County, Oklahoma",80,6244,40,037
"Tillman County, Oklahoma",5,6244,40,141
"Washita County, Oklahoma",14,6244,40,149
"Cotton County, Oklahoma",4,6244,40,033
"Kiowa County, Oklahoma",7,6244,40,075
"Le Flore County, Oklahoma",63,6244,40,079
"McCurtain County, Oklahoma",38,6244,40,089
"Major County, Oklahoma",7,6244,40,093
"Mayes County, Oklahoma",41,6244,40,097
"Oklahoma County, Oklahoma",1187,6244,40,109
"Custer County, Oklahoma",42,6244,40,039
"Beaver County, Oklahoma",9,6244,40,007
"Love County, Oklahoma",14,6244,40,085
"Beckham County, Oklahoma",28,6244,40,009
"Hughes County, Oklahoma",12,6244,40,063
"Choctaw County, Oklahoma",17,6244,40,023
"Jackson County, Oklahoma",35,6244,40,065
"Comanche County, Oklahoma",95,6244,40,031
"Lincoln County, Oklahoma",40,6244,40,081
"Pawnee County, Oklahoma",9,6244,40,117
"Adair County, Oklahoma",34,6244,40,001
"Seminole County, Oklahoma",8,6244,40,133
"Stephens County, Oklahoma",28,6244,40,137
"Blaine County, Oklahoma",13,6244,40,011
"Carter County, Oklahoma",47,6244,40,019
"Coal County, Oklahoma",3,6244,40,029
"Grant County, Oklahoma",4,6244,40,053
"Greer County, Oklahoma",4,6244,40,055
"Kingfisher County, Oklahoma",23,6244,40,073
"McClain County, Oklahoma",38,6244,40,087
"McIntosh County, Oklahoma",12,6244,40,091
"Marshall County, Oklahoma",12,6244,40,095
"Murray County, Oklahoma",8,6244,40,099
"Noble County, Oklahoma",26,6244,40,103
"Nowata County, Oklahoma",13,6244,40,105
"Ottawa County, Oklahoma",32,6244,40,115
"Rogers County, Oklahoma",104,6244,40,131
"Sequoyah County, Oklahoma",60,6244,40,135
"Wagoner County, Oklahoma",73,6244,40,145
"Alfalfa County, Oklahoma",11,6244,40,003
"Woods County, Oklahoma",25,6244,40,151
"Caddo County, Oklahoma",24,6244,40,015
"Cleveland County, Oklahoma",334,6244,40,027
"Muskogee County, Oklahoma",88,6244,40,101
"Okfuskee County, Oklahoma",5,6244,40,107
"Atoka County, Oklahoma",14,6244,40,005
"Bryan County, Oklahoma",57,6244,40,013
"Douglas County, Oregon",172,6244,41,019
"Union County, Oregon",75,6244,41,061
"Marion County, Oregon",645,6244,41,047
"Jackson County, Oregon",435,6244,41,029
"Grant County, Oregon",14,6244,41,023
"Jefferson County, Oregon",34,6244,41,031
"Polk County, Oregon",144,6244,41,053
"Clackamas County, Oregon",558,6244,41,005
"Deschutes County, Oregon",250,6244,41,017
"Linn County, Oregon",234,6244,41,043
"Tillamook County, Oregon",48,6244,41,057
"Yamhill County, Oregon",162,6244,41,071
"Baker County, Oregon",36,6244,41,001
"Josephine County, Oregon",106,6244,41,033
"Klamath County, Oregon",96,6244,41,035
"Umatilla County, Oregon",187,6244,41,059
"Lincoln County, Oregon",45,6244,41,041
"Benton County, Oregon",89,6244,41,003
"Columbia County, Oregon",80,6244,41,009
"Crook County, Oregon",39,6244,41,013
"Sherman County, Oregon",3,6244,41,055
"Wasco County, Oregon",52,6244,41,065
"Harney County, Oregon",11,6244,41,025
"Lane County, Oregon",558,6244,41,039
"Malheur County, Oregon",53,6244,41,045
"Wallowa County, Oregon",16,6244,41,063
"Washington County, Oregon",845,6244,41,067
"Morrow County, Oregon",26,6244,41,049
"Clatsop County, Oregon",35,6244,41,007
"Coos County, Oregon",102,6244,41,011
"Robertson County, Kentucky",3,6244,21,201
"Russell County, Kentucky",21,6244,21,207
"Spencer County, Kentucky",17,6244,21,215
"Washington County, Kentucky",15,6244,21,229
"Bath County, Kentucky",16,6244,21,011
"Ballard County, Kentucky",6,6244,21,007
"Barren County, Kentucky",104,6244,21,009
"Boyle County, Kentucky",33,6244,21,021
"Green County, Kentucky",18,6244,21,087
"Hancock County, Kentucky",9,6244,21,091
"Harlan County, Kentucky",41,6244,21,095
"Martin County, Kentucky",13,6244,21,159
"Hardin County, Kentucky",127,6244,21,093
"Lincoln County, Kentucky",48,6244,21,137
"McLean County, Kentucky",6,6244,21,149
"Monroe County, Kentucky",28,6244,21,171
"Ohio County, Kentucky",13,6244,21,183
"Powell County, Kentucky",34,6244,21,197
"Union County, Kentucky",12,6244,21,225
"Webster County, Kentucky",13,6244,21,233
"Caldwell County, Kentucky",8,6244,21,033
"Calloway County, Kentucky",20,6244,21,035
"Casey County, Kentucky",0,6244,21,045
"Christian County, Kentucky",130,6244,21,047
"Daviess County, Kentucky",71,6244,21,059
"Grayson County, Kentucky",30,6244,21,085
"Henderson County, Kentucky",38,6244,21,101
"Henry County, Kentucky",23,6244,21,103
"Hopkins County, Kentucky",32,6244,21,107
"Meade County, Kentucky",37,6244,21,163
"Jackson County, Kentucky",20,6244,21,109
"Laurel County, Kentucky",60,6244,21,125
"Marshall County, Kentucky",28,6244,21,157
"Montgomery County, Kentucky",49,6244,21,173
"Nicholas County, Kentucky",10,6244,21,181
"Oldham County, Kentucky",45,6244,21,185
"Owen County, Kentucky",23,6244,21,187
"Rockcastle County, Kentucky",20,6244,21,203
"Scott County, Kentucky",83,6244,21,209
"Warren County, Kentucky",180,6244,21,227
"Allen County, Kentucky",47,6244,21,003
"Bourbon County, Kentucky",26,6244,21,017
"Boyd County, Kentucky",29,6244,21,019
"Bullitt County, Kentucky",55,6244,21,029
"Crittenden County, Kentucky",12,6244,21,055
"Fayette County, Kentucky",378,6244,21,067
"Fulton County, Kentucky",13,6244,21,075
"Johnson County, Kentucky",24,6244,21,115
"Knott County, Kentucky",14,6244,21,119
"Menifee County, Kentucky",11,6244,21,165
"Morgan County, Kentucky",16,6244,21,175
"Muhlenberg County, Kentucky",25,6244,21,177
"Pendleton County, Kentucky",18,6244,21,191
"Perry County, Kentucky",30,6244,21,193
"Pulaski County, Kentucky",47,6244,21,199
"Wolfe County, Kentucky",17,6244,21,237
"Clay County, Kentucky",40,6244,21,051
"Adair County, Kentucky",29,6244,21,001
"Bell County, Kentucky",29,6244,21,013
"Breathitt County, Kentucky",15,6244,21,025
"Cumberland County, Kentucky",7,6244,21,057
"Graves County, Kentucky",48,6244,21,083
"Hart County, Kentucky",37,6244,21,099
"Butler County, Kentucky",17,6244,21,031
"Trimble County, Kentucky",10,6244,21,223
"Edmonson County, Kentucky",14,6244,21,061
"Harrison County, Kentucky",19,6244,21,097
"Hickman County, Kentucky",3,6244,21,105
"Bracken County, Kentucky",11,6244,21,023
"Lyon County, Kentucky",4,6244,21,143
"Nelson County, Kentucky",53,6244,21,179
"Wayne County, Kentucky",43,6244,21,231
"Lewis County, Kentucky",15,6244,21,135
"Marion County, Kentucky",22,6244,21,155
"Trigg County, Kentucky",12,6244,21,221
"Woodford County, Kentucky",42,6244,21,239
"Boone County, Kentucky",123,6244,21,015
"Leslie County, Kentucky",5,6244,21,131
"Jessamine County, Kentucky",74,6244,21,113
"Knox County, Kentucky",61,6244,21,121
"Lawrence County, Kentucky",10,6244,21,127
"Letcher County, Kentucky",14,6244,21,133
"Livingston County, Kentucky",6,6244,21,139
"McCracken County, Kentucky",94,6244,21,145
"Pike County, Kentucky",27,6244,21,195
"Shelby County, Kentucky",56,6244,21,211
"Whitley County, Kentucky",73,6244,21,235
"Curry County, Oregon",19,6244,41,015
"Multnomah County, Oregon",1166,6244,41,051
"Gilliam County, Oregon",4,6244,41,021
"Hood River County, Oregon",36,6244,41,027
"Lake County, Oregon",12,6244,41,037
"Pike County, Pennsylvania",15,6244,42,103
"Snyder County, Pennsylvania",30,6244,42,109
"Susquehanna County, Pennsylvania",27,6244,42,115
"Crawford County, Pennsylvania",56,6244,42,039
"Erie County, Pennsylvania",319,6244,42,049
"Fulton County, Pennsylvania",21,6244,42,057
"Juniata County, Pennsylvania",29,6244,42,067
"Schuylkill County, Pennsylvania",78,6244,42,107
"Wyoming County, Pennsylvania",8,6244,42,131
"Adams County, Pennsylvania",92,6244,42,001
"Armstrong County, Pennsylvania",40,6244,42,005
"Clinton County, Pennsylvania",15,6244,42,035
"Carbon County, Pennsylvania",31,6244,42,025
"Centre County, Pennsylvania",94,6244,42,027
"Northumberland County, Pennsylvania",65,6244,42,097
"Northampton County, Pennsylvania",219,6244,42,095
"Cameron County, Pennsylvania",0,6244,42,023
"Venango County, Pennsylvania",36,6244,42,121
"Beaver County, Pennsylvania",120,6244,42,007
"Bucks County, Pennsylvania",356,6244,42,017
"Lackawanna County, Pennsylvania",168,6244,42,069
"Lehigh County, Pennsylvania",628,6244,42,077
"McKean County, Pennsylvania",25,6244,42,083
"Fayette County, Pennsylvania",73,6244,42,051
"Clarion County, Pennsylvania",31,6244,42,031
"Montgomery County, Pennsylvania",496,6244,42,091
"Clearfield County, Pennsylvania",56,6244,42,033
"Greene County, Pennsylvania",27,6244,42,059
"Lebanon County, Pennsylvania",191,6244,42,075
"Lycoming County, Pennsylvania",80,6244,42,081
"Luzerne County, Pennsylvania",509,6244,42,079
"Montour County, Pennsylvania",6,6244,42,093
"Warren County, Pennsylvania",21,6244,42,123
"Columbia County, Pennsylvania",20,6244,42,037
"Butler County, Pennsylvania",105,6244,42,019
"Elk County, Pennsylvania",22,6244,42,047
"Jefferson County, Pennsylvania",26,6244,42,065
"Lancaster County, Pennsylvania",608,6244,42,071
"Mercer County, Pennsylvania",86,6244,42,085
"Perry County, Pennsylvania",41,6244,42,099
"Potter County, Pennsylvania",14,6244,42,105
"Tioga County, Pennsylvania",40,6244,42,117
"Newport County, Rhode Island",60,6244,44,005
"Kent County, Rhode Island",100,6244,44,003
"Providence County, Rhode Island",1108,6244,44,007
"Bristol County, Rhode Island",26,6244,44,001
"Washington County, Rhode Island",89,6244,44,009
"Aiken County, South Carolina",241,6244,45,003
"Allendale County, South Carolina",20,6244,45,005
"Newberry County, South Carolina",45,6244,45,071
"Edgefield County, South Carolina",29,6244,45,037
"Chester County, South Carolina",70,6244,45,023
"Sumter County, South Carolina",215,6244,45,085
"Clarendon County, South Carolina",72,6244,45,027
"Colleton County, South Carolina",51,6244,45,029
"Marion County, South Carolina",53,6244,45,067
"Lexington County, South Carolina",340,6244,45,063
"Oconee County, South Carolina",60,6244,45,073
"Barnwell County, South Carolina",84,6244,45,011
"Berkeley County, South Carolina",311,6244,45,015
"Charleston County, South Carolina",445,6244,45,019
"Darlington County, South Carolina",127,6244,45,031
"Georgetown County, South Carolina",92,6244,45,043
"Marlboro County, South Carolina",43,6244,45,069
"York County, South Carolina",382,6244,45,091
"Anderson County, South Carolina",351,6244,45,007
"Cherokee County, South Carolina",88,6244,45,021
"Chesterfield County, South Carolina",81,6244,45,025
"Greenwood County, South Carolina",119,6244,45,047
"Jasper County, South Carolina",26,6244,45,053
"Horry County, South Carolina",333,6244,45,051
"Kershaw County, South Carolina",65,6244,45,055
"Lee County, South Carolina",40,6244,45,061
"Orangeburg County, South Carolina",200,6244,45,075
"Spartanburg County, South Carolina",389,6244,45,083
